inventoryid,store,brand,productname,size,vendorid,vendorname,invoiceno,podate,receivingdate,invoicedate,paydate,unitprice,quantity,totalamount,classification,size_ml
34_PITMERDEN_27831,34,27831,Wild Horse CC Chard,750mL,1392,CONSTELLATION BRANDS INC,9523,2016-03-27,2016-04-05,2016-04-17,2016-05-18,6.84,48,328.32,2,750.0
76_DONCASTER_1869,76,1869,Oban 14-Yr Single Malt,750mL,3960,DIAGEO NORTH AMERICA INC,11589,2016-08-10,2016-08-17,2016-08-30,2016-10-05,40.14,9,361.26,1,750.0
77_TAMWORTH_2443,77,2443,Seagrams VO,1.75L,3960,DIAGEO NORTH AMERICA INC,10700,2016-06-16,2016-06-23,2016-06-29,2016-08-09,13.48,4,53.92,1,1750.0
48_NORFOLK_115,48,115,Belvedere Vodka,Liter,8112,MOET HENNESSY USA INC,9252,2016-03-08,2016-03-17,2016-03-23,2016-04-27,21.37,6,128.22,1,
32_MOUNTMEND_4226,32,4226,Bacardi Superior Rum Trav,750mL,480,BACARDI USA INC,9533,2016-03-28,2016-04-05,2016-04-16,2016-05-12,7.68,11,84.48,1,750.0
60_IRRAGIN_903,60,903,Bombay Sapphire Gin,Liter,480,BACARDI USA INC,9062,2016-02-24,2016-03-03,2016-03-15,2016-04-24,18.79,12,225.48,1,
9_BLACKPOOL_23229,9,23229,Ch St Jean Belle Terre Chard,750mL,9819,TREASURY WINE ESTATES,9009,2016-02-19,2016-02-22,2016-03-01,2016-04-16,10.34,6,62.04,2,750.0
37_PAETHSMOUTH_5014,37,5014,Penn Dutch Pumpkin Cr Liquer,750mL,4380,CHARLES JACQUIN ET CIE INC,12110,2016-09-15,2016-09-23,2016-09-29,2016-10-30,3.96,12,47.52,1,750.0
5_SUTTON_2520,5,2520,The Macallan 12 Yr Old,750mL,2561,EDRINGTON AMERICAS,11862,2016-08-30,2016-09-09,2016-09-15,2016-10-26,42.21,3,126.63,1,750.0
28_LARNWICK_8288,28,8288,Korbel Brut,750mL,1128,BROWN-FORMAN CORP,12192,2016-09-21,2016-09-28,2016-10-10,2016-11-11,7.94,15,119.1,2,750.0
34_PITMERDEN_8189,34,8189,Camarena Silver Tequila,1.75L,3252,E & J GALLO WINERY,11128,2016-07-10,2016-07-20,2016-07-31,2016-08-29,25.59,5,127.95,1,1750.0
21_BALERNO_4198,21,4198,Sailor Jerry Spiced Navy Rum,1.75L,3664,WILLIAM GRANT & SONS INC,12801,2016-10-27,2016-11-03,2016-11-12,2016-12-22,17.51,5,87.55,1,1750.0
21_BALERNO_6356,21,6356,Taylor Cream Sherry,1.5L,1392,CONSTELLATION BRANDS INC,13645,2016-12-23,2016-12-29,2017-01-10,2017-02-02,5.16,6,30.96,2,1500.0
44_PORTHCRAWL_1346,44,1346,Knob Creek Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY,10654,2016-06-13,2016-06-23,2016-07-04,2016-08-04,22.55,5,112.75,1,750.0
76_DONCASTER_33874,76,33874,Bella Sera Pinot Grigio Del,1.5L,3252,E & J GALLO WINERY,11528,2016-08-07,2016-08-17,2016-08-26,2016-10-09,6.62,12,79.44,2,1500.0
25_CAERSHIRE_1886,25,1886,Seagrams 7 Crown,750mL,3960,DIAGEO NORTH AMERICA INC,11300,2016-07-21,2016-07-26,2016-08-03,2016-09-14,7.96,12,95.52,1,750.0
38_GOULCREST_10421,38,10421,Barefoot Moscato Cal,1.5L,3252,E & J GALLO WINERY,11796,2016-08-24,2016-08-30,2016-09-08,2016-10-07,5.9,6,35.4,2,1500.0
10_HORNSEY_8155,10,8155,Black Velvet Plastic,375mL,1392,CONSTELLATION BRANDS INC,11246,2016-07-18,2016-07-27,2016-08-08,2016-09-09,3.28,21,68.88,1,375.0
77_TAMWORTH_5148,77,5148,St Brendans Irish Cream,1.75L,8352,LUXCO INC,13435,2016-12-09,2016-12-13,2016-12-26,2017-01-30,14.17,23,325.91,1,1750.0
6_GOULCREST_34460,6,34460,Dr Loosen Rsl 'Dr L' M,750mL,4425,MARTIGNETTI COMPANIES,10943,2016-06-27,2016-07-08,2016-07-13,2016-08-28,7.23,11,79.53,2,750.0
53_HILLFAR_6281,53,6281,Franzia Sunset Blush Tap,5L,9815,WINE GROUP INC,11474,2016-08-02,2016-08-12,2016-08-16,2016-09-21,8.96,2,17.92,2,5000.0
31_HORNSEY_3768,31,3768,Jenkins Vodka,750mL,9552,M S WALKER INC,12115,2016-09-15,2016-09-22,2016-09-26,2016-11-06,3.62,11,39.82,1,750.0
33_HORNSEY_2520,33,2520,The Macallan 12 Yr Old,750mL,2561,EDRINGTON AMERICAS,8900,2016-02-12,2016-02-16,2016-02-29,2016-03-31,42.21,12,506.52,1,750.0
2_ASHBORNE_28579,2,28579,R M Woodbridge Merlot Cal,750mL,1392,CONSTELLATION BRANDS INC,11071,2016-07-05,2016-07-14,2016-07-18,2016-09-03,3.24,12,38.88,2,750.0
79_BALLYMENA_9145,79,9145,Smirnoff Kissed Caramel,50mL,3960,DIAGEO NORTH AMERICA INC,8575,2016-01-21,2016-01-28,2016-02-03,2016-03-06,0.75,113,84.75,1,50.0
76_DONCASTER_32648,76,32648,Beringer Classic Wh Znfdl,1.5L,9819,TREASURY WINE ESTATES,11183,2016-07-13,2016-07-19,2016-07-27,2016-08-27,5.3,34,180.2,2,1500.0
38_GOULCREST_16749,38,16749,Ninety+Cellars Lot 50 Prosco,750mL,4950,LATITUDE BEVERAGE COMPANY,13509,2016-12-14,2016-12-19,2017-01-03,2017-02-03,7.53,11,82.83,2,750.0
34_PITMERDEN_4939,34,4939,Kapali Coffee,1.75L,8004,SAZERAC CO INC,9157,2016-03-01,2016-03-07,2016-03-20,2016-04-22,11.59,6,69.54,1,1750.0
38_GOULCREST_4662,38,4662,Capt Morgan White PET,1.75L,3960,DIAGEO NORTH AMERICA INC,10936,2016-06-27,2016-07-06,2016-07-16,2016-08-13,15.38,3,46.14,1,1750.0
76_DONCASTER_25554,76,25554,Brotte Espirit CdR,750mL,9165,ULTRA BEVERAGE COMPANY LLP,12142,2016-09-16,2016-09-22,2016-09-27,2016-10-28,9.14,2,18.28,2,750.0
72_HARDERSFIELD_14393,72,14393,Ch Montaud Cotes de Prov Rse,750mL,7153,PINE STATE TRADING CO,11694,2016-08-17,2016-08-23,2016-09-02,2016-10-13,6.5,12,78.0,2,750.0
50_MOUNTMEND_33210,50,33210,Sycamore Lane Cab Svgn Cal,1.5L,8892,TRINCHERO FAMILY ESTATES,12024,2016-09-08,2016-09-16,2016-09-24,2016-10-24,5.74,6,34.44,2,1500.0
8_ALNERWICK_1278,8,1278,Jim Beam Black,1.75L,12546,JIM BEAM BRANDS COMPANY,10451,2016-05-30,2016-06-07,2016-06-20,2016-07-14,26.71,6,160.26,1,1750.0
67_EANVERNESS_17177,67,17177,Beringer Classic Merlot,1.5L,9819,TREASURY WINE ESTATES,10408,2016-05-26,2016-06-03,2016-06-08,2016-07-17,5.45,4,21.8,2,1500.0
19_WINTERVALE_10451,19,10451,Line 39 Cab Svgn Lake Cnty,750mL,7153,PINE STATE TRADING CO,10788,2016-06-22,2016-06-30,2016-07-04,2016-08-16,5.29,10,52.9,2,750.0
10_HORNSEY_33214,10,33214,Sycamore Lane Merlot Cal,1.5L,8892,TRINCHERO FAMILY ESTATES,12024,2016-09-08,2016-09-13,2016-09-24,2016-10-24,5.82,6,34.92,2,1500.0
33_HORNSEY_24086,33,24086,Hess Select Chard,750mL,4425,MARTIGNETTI COMPANIES,12711,2016-10-21,2016-10-28,2016-11-06,2016-12-08,7.14,72,514.08,2,750.0
75_BARNCOMBE_12771,75,12771,Joel Gott Cab Svgn 815,750mL,8892,TRINCHERO FAMILY ESTATES,10493,2016-06-01,2016-06-09,2016-06-14,2016-07-14,8.44,12,101.28,2,750.0
10_HORNSEY_3607,10,3607,Smirnoff Citrus Vodka,50mL,3960,DIAGEO NORTH AMERICA INC,12044,2016-09-11,2016-09-20,2016-09-29,2016-11-13,0.72,118,84.96,1,50.0
60_IRRAGIN_45246,60,45246,Shoofly Shiraz,750mL,4425,MARTIGNETTI COMPANIES,11614,2016-08-11,2016-08-18,2016-08-22,2016-09-22,7.23,7,50.61,2,750.0
74_PAENTMARWY_35414,74,35414,Yellow Tail Shiraz Ausl,1.5L,4425,MARTIGNETTI COMPANIES,11053,2016-07-04,2016-07-15,2016-07-25,2016-08-22,6.13,2,12.26,2,1500.0
35_HALIVAARA_27351,35,27351,Almaden Chard Cal B/B,5L,9815,WINE GROUP INC,13132,2016-11-18,2016-11-25,2016-12-06,2017-01-15,10.38,3,31.14,2,5000.0
67_EANVERNESS_5111,67,5111,Dr McGillicuddy's Mentholmnt,50mL,8004,SAZERAC CO INC,12763,2016-10-25,2016-10-31,2016-11-15,2016-12-17,0.72,120,86.4,1,50.0
1_HARDERSFIELD_11970,1,11970,Zaccagnini Montepulciano Rsv,750mL,2000,SOUTHERN WINE & SPIRITS NE,13586,2016-12-19,2016-12-28,2017-01-03,2017-02-17,7.71,12,92.52,2,750.0
20_BREDWARDINE_3243,20,3243,Burnetts Vodka,1.75L,3924,HEAVEN HILL DISTILLERIES,9890,2016-04-21,2016-04-25,2016-05-10,2016-06-16,8.26,5,41.3,1,1750.0
54_GUTHRAM_26399,54,26399,Trapiche Malbec Mendoza Oak,750mL,9815,WINE GROUP INC,8190,2015-12-24,2016-01-02,2016-01-06,2016-02-08,3.94,7,27.58,2,750.0
19_WINTERVALE_3362,19,3362,Poland Spring Gin,Liter,9552,M S WALKER INC,10686,2016-06-15,2016-06-23,2016-06-30,2016-08-13,4.47,12,53.64,1,
11_CARDEND_3802,11,3802,Three Olives Vodka,1.75L,7245,PROXIMO SPIRITS INC.,10213,2016-05-13,2016-05-19,2016-05-24,2016-07-06,13.43,5,67.15,1,1750.0
9_BLACKPOOL_41034,9,41034,Menage a Trois Red,750mL,8892,TRINCHERO FAMILY ESTATES,8399,2016-01-08,2016-01-13,2016-01-22,2016-03-05,5.26,12,63.12,2,750.0
23_ARBINGTON_1269,23,1269,Jeffersons Bourbon,750mL,1485,CASTLE BRANDS CORP.,11047,2016-07-04,2016-07-14,2016-07-24,2016-09-03,19.11,6,114.66,1,750.0
71_CLARCTON_1964,71,1964,Jim Beam Single Barrel,750mL,12546,JIM BEAM BRANDS COMPANY,11099,2016-07-07,2016-07-12,2016-07-19,2016-08-31,23.07,6,138.42,1,750.0
38_GOULCREST_43685,38,43685,Babich Svgn Bl Marlboro,750mL,4425,MARTIGNETTI COMPANIES,11781,2016-08-23,2016-08-31,2016-09-07,2016-10-16,9.58,12,114.96,2,750.0
38_GOULCREST_2625,38,2625,Nikka Coffey Grain Whisky,750mL,9165,ULTRA BEVERAGE COMPANY LLP,11788,2016-08-23,2016-09-01,2016-09-10,2016-10-20,43.16,6,258.96,1,750.0
66_EANVERNESS_5833,66,5833,Patron Roca Silver Tequila,750mL,9165,ULTRA BEVERAGE COMPANY LLP,8824,2016-02-07,2016-02-19,2016-02-28,2016-03-30,50.77,6,304.62,1,750.0
78_EASTHAVEN_5952,78,5952,Jagermeister Liqueur,50mL,3089,SIDNEY FRANK IMPORTING CO,9595,2016-03-31,2016-04-07,2016-04-11,2016-05-20,1.42,115,163.3,1,50.0
74_PAENTMARWY_4260,74,4260,Capt Morgan Original Barrel,1.75L,3960,DIAGEO NORTH AMERICA INC,11329,2016-07-24,2016-08-05,2016-08-16,2016-09-14,16.66,8,133.28,1,1750.0
67_EANVERNESS_43308,67,43308,Penfolds Koonunga Hil Shiraz,750mL,4425,MARTIGNETTI COMPANIES,11928,2016-09-02,2016-09-06,2016-09-14,2016-10-24,6.89,11,75.79,2,750.0
9_BLACKPOOL_3769,9,3769,Jenkins Vodka,1.75L,9552,M S WALKER INC,13059,2016-11-14,2016-11-23,2016-11-29,2017-01-05,7.02,22,154.44,1,1750.0
34_PITMERDEN_5708,34,5708,Dr McGillicuddy's Root Beer,50mL,8004,SAZERAC CO INC,9859,2016-04-19,2016-04-28,2016-05-05,2016-06-08,0.38,111,42.18,1,50.0
17_OLDHAM_4267,17,4267,Bacardi Limon Rum,1.75L,480,BACARDI USA INC,10778,2016-06-22,2016-06-28,2016-07-09,2016-08-04,15.62,6,93.72,1,1750.0
45_VERITAS_5170,45,5170,Dr McGillicuddy's Apple Pie,750mL,8004,SAZERAC CO INC,10109,2016-05-06,2016-05-11,2016-05-23,2016-06-25,9.99,10,99.9,1,750.0
76_DONCASTER_38546,76,38546,Mark West Pnt Nr Sonoma,750mL,1392,CONSTELLATION BRANDS INC,9623,2016-04-03,2016-04-14,2016-04-23,2016-05-24,5.06,5,25.3,2,750.0
10_HORNSEY_284,10,284,Milagro Tequila Anejo SBR,750mL,3664,WILLIAM GRANT & SONS INC,9448,2016-03-21,2016-04-02,2016-04-04,2016-05-18,53.43,3,160.29,1,750.0
23_ARBINGTON_43809,23,43809,R M Woodbridge Pnt Nr,1.5L,1392,CONSTELLATION BRANDS INC,8897,2016-02-12,2016-02-18,2016-02-23,2016-04-10,5.84,7,40.88,2,1500.0
64_CESTERFIELD_41612,64,41612,Ridge Geyserville Znfdl,750mL,4425,MARTIGNETTI COMPANIES,11166,2016-07-12,2016-07-19,2016-07-29,2016-09-10,24.18,12,290.16,2,750.0
7_STANMORE_1348,7,1348,Knob Creek Bourbon,375mL,12546,JIM BEAM BRANDS COMPANY,9398,2016-03-18,2016-03-25,2016-03-29,2016-04-29,11.84,12,142.08,1,375.0
47_PELLA'S WISH_5364,47,5364,Kahlua,1.75L,17035,PERNOD RICARD USA,11679,2016-08-16,2016-08-23,2016-08-29,2016-10-13,23.07,6,138.42,1,1750.0
50_MOUNTMEND_3726,50,3726,Gilbeys Vodka Traveler,750mL,12546,JIM BEAM BRANDS COMPANY,10087,2016-05-05,2016-05-12,2016-05-19,2016-06-21,3.78,19,71.82,1,750.0
69_MOUNTMEND_37735,69,37735,Walnut Crest Vnto Pnt Grigio,1.5L,516,BANFI PRODUCTS CORP,11000,2016-07-01,2016-07-05,2016-07-13,2016-08-23,7.58,6,45.48,2,1500.0
73_DONCASTER_5255,73,5255,TGI Fridays Ultimte Mudslide,1.75L,4466,AMERICAN VINTAGE BEVERAGE,13389,2016-12-07,2016-12-13,2016-12-26,2017-02-04,9.35,6,56.1,1,1750.0
10_HORNSEY_45525,10,45525,Natura Colchagua Carmenere,750mL,516,BANFI PRODUCTS CORP,9316,2016-03-13,2016-03-23,2016-04-03,2016-05-14,5.91,12,70.92,2,750.0
73_DONCASTER_6460,73,6460,Columbia Crest Two Vns Chard,750mL,8673,STE MICHELLE WINE ESTATES,12088,2016-09-13,2016-09-21,2016-09-28,2016-11-12,4.76,12,57.12,2,750.0
38_GOULCREST_7878,38,7878,Allens Coffee Brandy,1.75L,9552,M S WALKER INC,8865,2016-02-10,2016-02-18,2016-02-26,2016-04-01,9.99,12,119.88,1,1750.0
47_PELLA'S WISH_5734,47,5734,Malibu Rum,1.75L,17035,PERNOD RICARD USA,9291,2016-03-10,2016-03-18,2016-03-22,2016-05-08,15.82,1,15.82,1,1750.0
73_DONCASTER_2760,73,2760,Jack Daniels Tennessee Honey,1.75L,1128,BROWN-FORMAN CORP,8210,2015-12-27,2016-01-07,2016-01-15,2016-02-25,28.02,11,308.22,1,1750.0
64_CESTERFIELD_39593,64,39593,Redwood Creek Pnt Nr Cal,1.5L,3252,E & J GALLO WINERY,10084,2016-05-05,2016-05-12,2016-05-16,2016-06-29,6.33,6,37.98,2,1500.0
66_EANVERNESS_17146,66,17146,Honeymaker Dry Mead,750mL,9165,ULTRA BEVERAGE COMPANY LLP,11442,2016-07-31,2016-08-10,2016-08-22,2016-10-02,9.08,12,108.96,2,750.0
2_ASHBORNE_23974,2,23974,Catena RSV Chard,750mL,9552,M S WALKER INC,8626,2016-01-25,2016-02-04,2016-02-12,2016-03-19,11.25,12,135.0,2,750.0
66_EANVERNESS_40337,66,40337,Da Vinci Chianti Tuscany,750mL,3252,E & J GALLO WINERY,8999,2016-02-19,2016-02-22,2016-02-29,2016-04-10,6.57,12,78.84,2,750.0
55_DRY GULCH_44145,55,44145,Red Rock Merlot Cal,750mL,3252,E & J GALLO WINERY,9958,2016-04-26,2016-05-05,2016-05-12,2016-06-20,5.8,12,69.6,2,750.0
37_PAETHSMOUTH_8512,37,8512,Baileys Irish Cream,750mL,3960,DIAGEO NORTH AMERICA INC,11907,2016-09-01,2016-09-09,2016-09-13,2016-10-19,14.72,12,176.64,1,750.0
11_CARDEND_8097,11,8097,Patron Citronge Orange,375mL,9165,ULTRA BEVERAGE COMPANY LLP,11442,2016-07-31,2016-08-11,2016-08-22,2016-10-02,9.44,11,103.84,1,375.0
19_WINTERVALE_40096,19,40096,Black Box Cab Svgn,3L,1392,CONSTELLATION BRANDS INC,12077,2016-09-13,2016-09-20,2016-10-01,2016-10-27,10.52,6,63.12,2,3000.0
73_DONCASTER_8068,73,8068,Absolut 80 Proof,1.75L,17035,PERNOD RICARD USA,10059,2016-05-03,2016-05-09,2016-05-20,2016-07-02,18.24,44,802.56,1,1750.0
23_ARBINGTON_19036,23,19036,Nicholson Ranch Est Chard,750mL,4425,MARTIGNETTI COMPANIES,9104,2016-02-26,2016-03-03,2016-03-13,2016-04-13,9.67,12,116.04,2,750.0
54_GUTHRAM_32907,54,32907,Sterling Vintners Cltn Chard,750mL,1590,DIAGEO CHATEAU ESTATE WINES,12194,2016-09-21,2016-09-30,2016-10-06,2016-11-19,5.37,72,386.64,2,750.0
69_MOUNTMEND_4767,69,4767,El Jimador Reposado Tequila,1.75L,1128,BROWN-FORMAN CORP,13288,2016-11-30,2016-12-09,2016-12-19,2017-01-29,19.28,6,115.68,1,1750.0
34_PITMERDEN_3800,34,3800,Don Julio Anejo Tequila,750mL,3960,DIAGEO NORTH AMERICA INC,12441,2016-10-03,2016-10-10,2016-10-25,2016-11-24,42.85,6,257.1,1,750.0
54_GUTHRAM_3787,54,3787,Jose Cuervo Especial Silver,750mL,7245,PROXIMO SPIRITS INC.,12374,2016-09-28,2016-10-07,2016-10-17,2016-11-26,11.8,12,141.6,1,750.0
19_WINTERVALE_32649,19,32649,Beringer Classic Wh Merlot,1.5L,9819,TREASURY WINE ESTATES,10678,2016-06-14,2016-06-23,2016-06-29,2016-08-14,5.13,18,92.34,2,1500.0
38_GOULCREST_4416,38,4416,Cruzan Coconut Flavored Rum,750mL,12546,JIM BEAM BRANDS COMPANY,13557,2016-12-18,2016-12-27,2017-01-04,2017-02-17,7.68,12,92.16,1,750.0
7_STANMORE_29169,7,29169,Franzia Tap Merlot,5L,9815,WINE GROUP INC,12551,2016-10-10,2016-10-21,2016-10-28,2016-12-05,10.88,3,32.64,2,5000.0
76_DONCASTER_5292,76,5292,Rumpleminze,750mL,3960,DIAGEO NORTH AMERICA INC,12585,2016-10-13,2016-10-18,2016-10-31,2016-11-29,13.13,24,315.12,1,750.0
20_BREDWARDINE_6854,20,6854,Carlo Rossi Burgundy Calif,4L,3252,E & J GALLO WINERY,10953,2016-06-28,2016-07-06,2016-07-13,2016-08-14,9.86,4,39.44,2,4000.0
64_CESTERFIELD_2645,64,2645,Chivas Regal,750mL,17035,PERNOD RICARD USA,11783,2016-08-23,2016-08-30,2016-09-08,2016-10-16,21.89,48,1050.72,1,750.0
51_ABERDEEN_5750,51,5750,Malibu Rum Traveler,750mL,17035,PERNOD RICARD USA,11679,2016-08-16,2016-08-24,2016-08-29,2016-10-13,8.69,12,104.28,1,750.0
70_KELD_3405,70,3405,Tito's Handmade Vodka,1.75L,4425,MARTIGNETTI COMPANIES,11368,2016-07-26,2016-08-02,2016-08-16,2016-09-10,23.19,34,788.46,1,1750.0
79_BALLYMENA_8018,79,8018,La Vieille Ferme Red Ventoux,750mL,1587,VINEYARD BRANDS INC,8322,2016-01-03,2016-01-15,2016-01-18,2016-02-27,4.6,12,55.2,2,750.0
6_GOULCREST_8623,6,8623,Casamigos Anejo Tequila,50mL,6213,MHW LTD,8555,2016-01-20,2016-01-29,2016-02-05,2016-03-12,2.34,1,2.34,1,50.0
64_CESTERFIELD_2957,64,2957,Glenfarclas 12-Yr Scotch,750mL,8004,SAZERAC CO INC,11320,2016-07-22,2016-07-28,2016-08-03,2016-09-03,25.89,6,155.34,1,750.0
49_GARIGILL_8339,49,8339,The Glenlivet 12 Yr Single,750mL,17035,PERNOD RICARD USA,11679,2016-08-16,2016-08-24,2016-08-29,2016-10-13,30.21,23,694.83,1,750.0
49_GARIGILL_27802,49,27802,Moet & Chandon Imperial,375mL,8112,MOET HENNESSY USA INC,12577,2016-10-12,2016-10-17,2016-10-31,2016-12-10,16.33,11,179.63,2,375.0
76_DONCASTER_15356,76,15356,Seaglass Pnt Nr,750mL,8892,TRINCHERO FAMILY ESTATES,12249,2016-09-23,2016-09-28,2016-10-10,2016-11-04,6.45,12,77.4,2,750.0
76_DONCASTER_7993,76,7993,Stock Italian X Dry Vermouth,750mL,8352,LUXCO INC,12198,2016-09-21,2016-09-29,2016-10-08,2016-11-16,4.88,24,117.12,1,750.0
42_BLACK HOLLOW_8498,42,8498,R M Woodbridge Svgn Bl Cal,1.5L,1392,CONSTELLATION BRANDS INC,13375,2016-12-06,2016-12-13,2016-12-20,2017-01-28,5.84,5,29.2,2,1500.0
14_BROMWICH_408,14,408,Wild Turkey American Honey,750mL,11567,CAMPARI AMERICA,10153,2016-05-10,2016-05-18,2016-05-29,2016-06-24,12.97,9,116.73,1,750.0
73_DONCASTER_3858,73,3858,Grey Goose Vodka,750mL,480,BACARDI USA INC,10550,2016-06-06,2016-06-14,2016-06-27,2016-08-05,17.77,23,408.71,1,750.0
1_HARDERSFIELD_8680,1,8680,Crown Royal,1.75L,3960,DIAGEO NORTH AMERICA INC,12841,2016-10-31,2016-11-09,2016-11-14,2016-12-27,28.88,5,144.4,1,1750.0
38_GOULCREST_5311,38,5311,Amaretto DiSaronno,1.75L,2555,DISARONNO INTERNATIONAL LLC,10037,2016-05-02,2016-05-10,2016-05-16,2016-06-22,23.7,6,142.2,1,1750.0
73_DONCASTER_20357,73,20357,Apothic Dark,750mL,3252,E & J GALLO WINERY,10118,2016-05-08,2016-05-17,2016-05-26,2016-06-28,5.19,5,25.95,2,750.0
23_ARBINGTON_3913,23,3913,Svedka Vodka,1.75L,1392,CONSTELLATION BRANDS INC,10098,2016-05-06,2016-05-10,2016-05-21,2016-07-02,14.28,9,128.52,1,1750.0
30_CULCHETH_5315,30,5315,B & B Liqueur Dom,750mL,480,BACARDI USA INC,9929,2016-04-25,2016-05-05,2016-05-16,2016-06-20,19.22,12,230.64,1,750.0
49_GARIGILL_1961,49,1961,Everclear 151,1.75L,8352,LUXCO INC,8639,2016-01-26,2016-02-06,2016-02-10,2016-03-25,23.91,6,143.46,1,1750.0
15_WANBORNE_25537,15,25537,R Stemmler 13 Pnt Nr,750mL,17037,Dunn Wine Brokers,11923,2016-09-02,2016-09-08,2016-09-12,2016-10-22,11.4,12,136.8,2,750.0
50_MOUNTMEND_13576,50,13576,Columbia Winery Chard,750mL,3252,E & J GALLO WINERY,13033,2016-11-13,2016-11-26,2016-12-03,2016-12-31,3.89,267,1038.63,2,750.0
38_GOULCREST_31618,38,31618,Chartron La Fleur Brdx Whit,750mL,9552,M S WALKER INC,8916,2016-02-14,2016-02-22,2016-03-05,2016-04-14,6.57,12,78.84,2,750.0
56_BEGGAR'S HOLE_6234,56,6234,C Y Toro Front Cab/Merlot,1.5L,516,BANFI PRODUCTS CORP,8570,2016-01-21,2016-01-28,2016-02-06,2016-03-20,4.54,5,22.7,2,1500.0
35_HALIVAARA_2658,35,2658,Cutty Sark,750mL,2561,EDRINGTON AMERICAS,9183,2016-03-03,2016-03-10,2016-03-14,2016-04-23,12.49,12,149.88,1,750.0
25_CAERSHIRE_3158,25,3158,Pinnacle Tropical Punch,1.75L,12546,JIM BEAM BRANDS COMPANY,13152,2016-11-21,2016-12-02,2016-12-11,2017-01-08,12.77,4,51.08,1,1750.0
34_PITMERDEN_4689,34,4689,Hennessy Privilege VSOP,750mL,8112,MOET HENNESSY USA INC,12981,2016-11-08,2016-11-14,2016-11-29,2017-01-06,33.33,7,233.31,1,750.0
8_ALNERWICK_37401,8,37401,Excelsior S Afr Cab Svgn,750mL,9552,M S WALKER INC,13059,2016-11-14,2016-11-22,2016-11-29,2017-01-05,5.26,12,63.12,2,750.0
60_IRRAGIN_6574,60,6574,Franzia Tap Wh Znfdl Cal,5L,9815,WINE GROUP INC,8602,2016-01-22,2016-01-26,2016-02-03,2016-03-10,9.99,3,29.97,2,5000.0
76_DONCASTER_3583,76,3583,Smirnoff Orange Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC,10468,2016-05-31,2016-06-08,2016-06-15,2016-07-24,13.23,6,79.38,1,1750.0
32_MOUNTMEND_3921,32,3921,Espolon Reposado Tequila,750mL,11567,CAMPARI AMERICA,12584,2016-10-13,2016-10-19,2016-10-26,2016-12-11,17.9,6,107.4,1,750.0
53_HILLFAR_41252,53,41252,Beringer Classic Pnt Grigio,1.5L,9819,TREASURY WINE ESTATES,11118,2016-07-08,2016-07-15,2016-07-22,2016-08-22,5.13,5,25.65,2,1500.0
73_DONCASTER_5187,73,5187,Arrow White Creme de Cacao,750mL,8352,LUXCO INC,9680,2016-04-06,2016-04-11,2016-04-25,2016-05-24,6.1,12,73.2,1,750.0
6_GOULCREST_8346,6,8346,Marques de Riscal Rioja Red,750mL,8320,SHAW ROSS INT L IMP LTD,12478,2016-10-05,2016-10-12,2016-10-24,2016-11-25,9.93,11,109.23,2,750.0
54_GUTHRAM_597,54,597,Baileys Irish Cream,Liter,3960,DIAGEO NORTH AMERICA INC,8173,2015-12-24,2016-01-02,2016-01-10,2016-02-19,21.53,11,236.83,1,
62_KILMARNOCK_2114,62,2114,Black Velvet Canadian Whisky,1.75L,1392,CONSTELLATION BRANDS INC,13645,2016-12-23,2016-12-26,2017-01-10,2017-02-02,9.41,4,37.64,1,1750.0
35_HALIVAARA_3625,35,3625,Absolut 80 Proof,750mL,17035,PERNOD RICARD USA,12070,2016-09-12,2016-09-22,2016-09-27,2016-11-13,12.59,11,138.49,1,750.0
9_BLACKPOOL_10596,9,10596,Almaden Mt Rhine Calif B/B,5L,9815,WINE GROUP INC,12012,2016-09-07,2016-09-14,2016-09-25,2016-10-28,9.86,4,39.44,2,5000.0
76_DONCASTER_23739,76,23739,Liberty School Cab Svgn,750mL,4425,MARTIGNETTI COMPANIES,12425,2016-10-02,2016-10-12,2016-10-25,2016-12-04,7.25,10,72.5,2,750.0
67_EANVERNESS_40175,67,40175,M & R Asti 4 Pak,187mL 4 Pk,480,BACARDI USA INC,11859,2016-08-30,2016-09-05,2016-09-20,2016-10-22,8.21,6,49.26,2,
1_HARDERSFIELD_23212,1,23212,The Dreaming Tree Pnt Nr CA,750mL,1392,CONSTELLATION BRANDS INC,8419,2016-01-11,2016-01-22,2016-01-30,2016-03-01,7.99,24,191.76,2,750.0
30_CULCHETH_8504,30,8504,R M Woodbridge Cab Svgn Cal,1.5L,1392,CONSTELLATION BRANDS INC,12357,2016-09-27,2016-10-06,2016-10-17,2016-11-19,5.84,20,116.8,2,1500.0
12_LEESIDE_36770,12,36770,Yellow Tail Cab Svgn Ausl,1.5L,4425,MARTIGNETTI COMPANIES,10720,2016-06-17,2016-06-23,2016-07-01,2016-07-30,6.13,3,18.39,2,1500.0
69_MOUNTMEND_435,69,435,Il Tramonto Limoncello,750mL,7153,PINE STATE TRADING CO,11401,2016-07-28,2016-08-03,2016-08-13,2016-09-09,12.79,6,76.74,1,750.0
24_PALPERROTH_3102,24,3102,Smirnoff Traveler,1.75L,3960,DIAGEO NORTH AMERICA INC,8966,2016-02-17,2016-02-25,2016-03-07,2016-04-11,12.94,10,129.4,1,1750.0
