inventoryid,store,brand,productname,size,quantity,totalamount,unitprice,invoicedate,volume,classification,excisetax,vendorid,vendorname,size_ml
67_EANVERNESS_44915,67,44915,Broadbent Vinho Verde Wh,750mL,3,35.97,11.99,2016-01-28,750,2,0.34,90024,VINILANDIA USA             ,750.0
57_LANTEGLOS_3486,57,3486,Tanqueray,375mL,1,12.99,12.99,2016-01-18,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   ,375.0
38_GOULCREST_525,38,525,El Tesoro Anejo Gold Tequil,750mL,2,79.98,39.99,2016-01-17,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,750.0
25_CAERSHIRE_38178,25,38178,Rex Goliath Cab Svgn,750mL,1,5.99,5.99,2016-01-31,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,750.0
7_STANMORE_24429,7,24429,Baracchi O'Lillo,750mL,1,11.99,11.99,2016-01-20,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
74_PAENTMARWY_14930,74,14930,Yellow Tail Moscato,1.5L,1,8.95,8.95,2016-01-01,1500,2,0.22,4425,MARTIGNETTI COMPANIES,1500.0
59_CLAETHORPES_43223,59,43223,Ch Beauchene Cotes du Rhone,750mL,2,23.98,11.99,2016-01-24,750,2,0.22,10754,PERFECTA WINES             ,750.0
67_EANVERNESS_16695,67,16695,Ch Hyot Brdx Castillon,750mL,3,44.97,14.99,2016-01-24,750,2,0.34,4425,MARTIGNETTI COMPANIES,750.0
77_TAMWORTH_2663,77,2663,Dewars White Label,1.75L,2,59.98,29.99,2016-01-01,1750,1,3.67,480,BACARDI USA INC            ,1750.0
50_MOUNTMEND_3743,50,3743,Smirnoff Sorbet Pine/Coconut,750mL,1,10.99,10.99,2016-01-30,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
4_EANVERNESS_28658,4,28658,R Mondavi Pnt Nr Pvt Sel,750mL,1,8.99,8.99,2016-01-28,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,750.0
60_IRRAGIN_1366,60,1366,Red Stag by Jim Beam,50mL,1,1.29,1.29,2016-01-01,50,1,0.05,12546,JIM BEAM BRANDS COMPANY    ,50.0
49_GARIGILL_46060,49,46060,Martin Codax Albarino,750mL,1,13.99,13.99,2016-01-12,750,2,0.11,3252,E & J GALLO WINERY         ,750.0
72_HARDERSFIELD_3684,72,3684,Fleischmanns Royal Vodka,1.75L,4,39.96,9.99,2016-01-24,1750,1,7.35,660,SAZERAC NORTH AMERICA INC. ,1750.0
10_HORNSEY_4200,10,4200,Bacardi Grand Melon,750mL,2,23.98,11.99,2016-02-13,750,1,1.57,480,BACARDI USA INC            ,750.0
15_WANBORNE_24151,15,24151,Mas Janeil Cotes Roussillon,750mL,1,10.99,10.99,2016-02-23,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
45_VERITAS_35914,45,35914,Stone Cellars Chard,1.5L,1,7.99,7.99,2016-01-29,1500,2,0.22,9819,TREASURY WINE ESTATES      ,1500.0
50_MOUNTMEND_2131,50,2131,Jack Daniels No 7 Black Trav,375mL,10,129.9,12.99,2016-01-23,375,1,3.94,1128,BROWN-FORMAN CORP          ,375.0
25_CAERSHIRE_38197,25,38197,La Carraia Sangiovese Umbri,750mL,1,13.99,13.99,2016-01-22,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,750.0
76_DONCASTER_4195,76,4195,Calico Jack Spiced Rum No 94,750mL,1,10.99,10.99,2016-01-20,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
10_HORNSEY_807,10,807,Jim Beam,Liter,3,53.97,17.99,2016-01-12,1000,1,3.15,12546,JIM BEAM BRANDS COMPANY    ,
34_PITMERDEN_31618,34,31618,Chartron La Fleur Brdx Whit,750mL,1,9.99,9.99,2016-01-09,750,2,0.11,9552,M S WALKER INC             ,750.0
48_NORFOLK_1637,48,1637,Fleischmanns Preferred,1.75L,8,87.92,10.99,2016-01-19,1750,1,14.7,660,SAZERAC NORTH AMERICA INC. ,1750.0
39_EASTHALLOW_1001,39,1001,Bailey's 50mL 4 Pack,50mL 4 Pk,1,5.99,5.99,2016-01-28,50,1,0.05,3960,DIAGEO NORTH AMERICA INC   ,
1_HARDERSFIELD_8700,1,8700,Beringer Knights Vly Cab Svg,750mL,2,69.98,34.99,2016-01-26,750,2,0.22,9819,TREASURY WINE ESTATES      ,750.0
73_DONCASTER_3725,73,3725,Three Olives Pomegranate,750mL,1,14.99,14.99,2016-01-13,750,1,0.79,7245,PROXIMO SPIRITS INC.       ,750.0
44_PORTHCRAWL_4932,44,4932,Arrow Ginger Brandy,750mL,1,5.99,5.99,2016-01-08,750,1,0.79,8352,LUXCO INC                  ,750.0
79_BALLYMENA_1380,79,1380,Bulleit 95 Rye,1.75L,1,49.99,49.99,2016-01-22,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
1_HARDERSFIELD_8173,1,8173,Amarula Cream Liqueur,750mL,1,22.99,22.99,2016-01-15,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
76_DONCASTER_23388,76,23388,Light Horse Cab Svgn,750mL,1,11.99,11.99,2016-01-16,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
52_GRAYCOTT_6857,52,6857,Sutter Home Wh Znfdl,1.5L,1,7.95,7.95,2016-01-18,1500,2,0.22,8892,TRINCHERO FAMILY ESTATES   ,1500.0
1_HARDERSFIELD_3694,1,3694,Stolichnaya Razberi,750mL,4,79.96,19.99,2016-02-20,750,1,3.15,8664,"STOLI GROUP,(USA) LLC      ",750.0
34_PITMERDEN_6983,34,6983,J Lohr Seven Oaks Cab Svgn,750mL,1,15.99,15.99,2016-01-10,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
20_BREDWARDINE_4181,20,4181,Calypso Spiced Rum,1.75L,2,23.98,11.99,2016-01-06,1750,1,3.67,660,SAZERAC NORTH AMERICA INC. ,1750.0
42_BLACK HOLLOW_3997,42,3997,Hornitos Plata Tequila,750mL,1,19.99,19.99,2016-01-02,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
10_HORNSEY_3733,10,3733,Patron Silver Tequila,1.75L,1,119.99,119.99,2016-01-30,1750,1,1.84,9165,ULTRA BEVERAGE COMPANY LLP ,1750.0
72_HARDERSFIELD_6569,72,6569,W Hill Chard Napa,750mL,1,21.49,21.49,2016-01-09,750,2,0.11,3252,E & J GALLO WINERY         ,750.0
39_EASTHALLOW_5676,39,5676,Kinky Liqueur,50mL,2,3.98,1.99,2016-01-13,50,1,0.1,7153,PINE STATE TRADING CO      ,50.0
15_WANBORNE_4358,15,4358,Mr Boston Light Rum,750mL,1,6.49,6.49,2016-01-11,750,1,0.79,660,SAZERAC NORTH AMERICA INC. ,750.0
16_LUNDY_5828,16,5828,Ryans Irish Cream,750mL,1,8.99,8.99,2016-02-19,750,1,0.79,8004,SAZERAC CO INC             ,750.0
41_LARNWICK_8214,41,8214,E & J Brandy VS,750mL,1,9.99,9.99,2016-01-15,750,1,0.79,3252,E & J GALLO WINERY         ,750.0
76_DONCASTER_6932,76,6932,Santa Rita 120 Chard,750mL,1,5.99,5.99,2016-01-25,750,2,0.11,6785,PALM BAY INTERNATIONAL INC ,750.0
69_MOUNTMEND_3746,69,3746,Gordons Vodka 80 Proof,1.75L,2,25.98,12.99,2016-01-13,1750,1,3.67,3960,DIAGEO NORTH AMERICA INC   ,1750.0
40_BULLMAR_3612,40,3612,Taaka Vodka,1.75L,5,44.95,8.99,2016-01-18,1750,1,9.19,8004,SAZERAC CO INC             ,1750.0
63_SWORDBREAK_1379,63,1379,Jim Beam Traveler,750mL,1,14.49,14.49,2016-01-25,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
66_EANVERNESS_6748,66,6748,Turning Leaf RSV Chard Cal,750mL,2,11.98,5.99,2016-01-05,750,2,0.22,3252,E & J GALLO WINERY         ,750.0
38_GOULCREST_1212,38,1212,DiSaronna Amaretto Sour VAP,750mL,1,21.99,21.99,2016-01-13,750,1,0.79,2555,DISARONNO INTERNATIONAL LLC,750.0
31_HORNSEY_10596,31,10596,Almaden Mt Rhine Calif B/B,5L,1,16.99,16.99,2016-01-25,5000,2,0.75,9815,WINE GROUP INC             ,5000.0
64_CESTERFIELD_9191,64,9191,Mojoshot Blue Lagoon RTD,50mL,3,2.97,0.99,2016-01-18,50,1,0.16,9165,ULTRA BEVERAGE COMPANY LLP ,50.0
1_HARDERSFIELD_3783,1,3783,Ciroc Apple Vodka,50mL,2,3.98,1.99,2016-02-24,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,50.0
52_GRAYCOTT_10596,52,10596,Almaden Mt Rhine Calif B/B,5L,1,16.99,16.99,2016-01-10,5000,2,0.75,9815,WINE GROUP INC             ,5000.0
34_PITMERDEN_4945,34,4945,Jacquin Ginger Brandy,750mL,1,9.49,9.49,2016-01-25,750,1,0.79,4380,CHARLES JACQUIN ET CIE INC ,750.0
60_IRRAGIN_3505,60,3505,Tito's Handmade Vodka,750mL,3,65.97,21.99,2016-01-30,750,1,2.36,4425,MARTIGNETTI COMPANIES,750.0
9_BLACKPOOL_6651,9,6651,Rocca Delle Macie Chianti C,750mL,2,25.98,12.99,2016-01-06,750,2,0.22,6785,PALM BAY INTERNATIONAL INC ,750.0
53_HILLFAR_4368,53,4368,Capt Morgan Private Stock,1.75L,1,33.99,33.99,2016-01-31,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
1_HARDERSFIELD_2733,1,2733,GlenDronach Tawny Port 15 Yr,750mL,1,78.99,78.99,2016-02-27,750,1,0.79,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
17_OLDHAM_1385,17,1385,Makers Mark,750mL,1,26.99,26.99,2016-01-23,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
46_TYWARDREATH_27233,46,27233,Turning Leaf RSV Merlot Cal,750mL,1,5.99,5.99,2016-01-11,750,2,0.11,3252,E & J GALLO WINERY         ,750.0
1_HARDERSFIELD_1366,1,1366,Red Stag by Jim Beam,50mL,5,6.45,1.29,2016-02-02,50,1,0.26,12546,JIM BEAM BRANDS COMPANY    ,50.0
1_HARDERSFIELD_5626,1,5626,Baja Luna Black Raspberry,750mL,1,9.99,9.99,2016-02-07,750,1,0.79,8004,SAZERAC CO INC             ,750.0
69_MOUNTMEND_8236,69,8236,Jim Beam,50mL,9,13.41,1.49,2016-01-20,50,1,0.47,12546,JIM BEAM BRANDS COMPANY    ,50.0
8_ALNERWICK_5713,8,5713,DeKuyper Sour Apple Pucker,1.75L,1,14.99,14.99,2016-01-26,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,1750.0
41_LARNWICK_12586,41,12586,C Y Toro Frontera Malbec,1.5L,1,7.99,7.99,2016-01-17,1500,2,0.22,516,BANFI PRODUCTS CORP        ,1500.0
19_WINTERVALE_1378,19,1378,Jim Beam,375mL,1,9.49,9.49,2016-01-27,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,375.0
8_ALNERWICK_2752,8,2752,Johnnie Walker Black Label,750mL,1,34.99,34.99,2016-01-18,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
15_WANBORNE_1639,15,1639,The Famous Grouse,750mL,1,19.99,19.99,2016-01-29,750,1,0.79,2561,EDRINGTON AMERICAS         ,750.0
76_DONCASTER_27145,76,27145,Schmitt Sohne QbA,750mL,1,10.99,10.99,2016-01-28,750,2,0.11,9552,M S WALKER INC             ,750.0
25_CAERSHIRE_19190,25,19190,Noble Vines 242 Svgn Bl,750mL,1,10.99,10.99,2016-01-30,750,2,0.11,2242,DELICATO VINEYARDS INC     ,750.0
34_PITMERDEN_3295,34,3295,Tito's Handmade Vodka,375mL,3,35.97,11.99,2016-01-14,375,1,1.18,4425,MARTIGNETTI COMPANIES,375.0
70_KELD_6186,70,6186,Rene Junot White,1.5L,1,11.99,11.99,2016-01-22,1500,2,0.22,7239,REMY COINTREAU USA INC     ,1500.0
79_BALLYMENA_29169,79,29169,Franzia Tap Merlot,5L,1,15.99,15.99,2016-01-10,5000,2,0.75,9815,WINE GROUP INC             ,5000.0
64_CESTERFIELD_19848,64,19848,Carnivor Cab Svgn,750mL,2,21.98,10.99,2016-01-26,750,2,0.22,3252,E & J GALLO WINERY         ,750.0
75_BARNCOMBE_16837,75,16837,Beringer Classic Pink Moscat,750mL,1,6.99,6.99,2016-01-06,750,2,0.11,9819,TREASURY WINE ESTATES      ,750.0
10_HORNSEY_6748,10,6748,Turning Leaf RSV Chard Cal,750mL,1,5.99,5.99,2016-02-07,750,2,0.11,3252,E & J GALLO WINERY         ,750.0
34_PITMERDEN_5219,34,5219,Sambuca Romana Black,750mL,1,19.99,19.99,2016-01-24,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
13_TARMSWORTH_39750,13,39750,Red Diamond Merlot Wash,750mL,1,11.99,11.99,2016-01-06,750,2,0.11,8673,STE MICHELLE WINE ESTATES  ,750.0
38_GOULCREST_39413,38,39413,Mirassou Pnt Nr Cntrl Coast,750mL,2,17.98,8.99,2016-01-31,750,2,0.22,3252,E & J GALLO WINERY         ,750.0
15_WANBORNE_5396,15,5396,Tia Maria Coffee Liqueur,750mL,1,16.99,16.99,2016-01-14,750,1,0.79,4692,KOBRAND CORPORATION        ,750.0
50_MOUNTMEND_3936,50,3936,Stolichnaya,Liter,4,99.96,24.99,2016-01-07,1000,1,4.2,8664,"STOLI GROUP,(USA) LLC      ",
23_ARBINGTON_6535,23,6535,Sandeman Tawny Port,750mL,1,11.99,11.99,2016-01-12,750,2,0.11,17035,PERNOD RICARD USA          ,750.0
1_HARDERSFIELD_8265,1,8265,Cockburns Fine Ruby Port,750mL,1,9.99,9.99,2016-01-09,750,2,0.11,7240,"PREMIUM PORT WINES, INC.   ",750.0
68_SOLARIS_39384,68,39384,F Coppola Diamond Pnt Nr,750mL,1,16.99,16.99,2016-01-17,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,750.0
55_DRY GULCH_3502,55,3502,Pinnacle Vodka,750mL,2,21.98,10.99,2016-01-16,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,750.0
23_ARBINGTON_3310,23,3310,Pinnacle Vodka,375mL,3,17.97,5.99,2016-01-27,375,1,1.18,12546,JIM BEAM BRANDS COMPANY    ,375.0
10_HORNSEY_2689,10,2689,Black Velvet Reserve,1.75L,1,18.99,18.99,2016-02-11,1750,1,1.84,1392,CONSTELLATION BRANDS INC   ,1750.0
32_MOUNTMEND_28147,32,28147,Kris Pnt Grigio Alto Adige,750mL,1,12.99,12.99,2016-01-11,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,750.0
4_EANVERNESS_8680,4,8680,Crown Royal,1.75L,1,38.99,38.99,2016-01-03,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
12_LEESIDE_3512,12,3512,Pinnacle Vodka,1.75L,1,16.99,16.99,2016-02-03,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,1750.0
10_HORNSEY_438,10,438,Licor 43 Vanilla Liqueur,750mL,1,16.99,16.99,2016-02-08,750,1,0.79,4425,MARTIGNETTI COMPANIES,750.0
39_EASTHALLOW_2226,39,2226,Jim Beam Devils Cut,1.75L,1,36.99,36.99,2016-01-30,1750,1,1.84,12546,JIM BEAM BRANDS COMPANY    ,1750.0
67_EANVERNESS_8200,67,8200,Chambord Liqueur de France,50mL,1,2.99,2.99,2016-01-31,50,1,0.05,1128,BROWN-FORMAN CORP          ,50.0
43_WOLFORD_4234,43,4234,Bacardi Pineapple Fusion,750mL,1,13.99,13.99,2016-01-10,750,1,0.79,480,BACARDI USA INC            ,750.0
15_WANBORNE_2794,15,2794,Bird Dog Bourbon,750mL,3,44.97,14.99,2016-02-18,750,1,2.36,9625,WESTERN SPIRITS BEVERAGE CO,750.0
73_DONCASTER_35103,73,35103,Ruffino Chianti Superiore,750mL,1,9.99,9.99,2016-01-05,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,750.0
79_BALLYMENA_3858,79,3858,Grey Goose Vodka,750mL,3,71.97,23.99,2016-01-02,750,1,2.36,480,BACARDI USA INC            ,750.0
62_KILMARNOCK_41546,62,41546,Monkey Bay Svgn Bl,750mL,1,8.99,8.99,2016-01-29,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,750.0
51_ABERDEEN_14342,51,14342,Cupcake Pnt Nr,750mL,3,25.47,8.49,2016-01-20,750,2,0.34,9815,WINE GROUP INC             ,750.0
75_BARNCOMBE_15229,75,15229,The Prisoner Red Napa Valley,750mL,1,41.99,41.99,2016-01-28,750,2,0.11,1392,CONSTELLATION BRANDS INC   ,750.0
9_BLACKPOOL_31790,9,31790,Dominio de Eguren Protocolo,750mL,2,15.98,7.99,2016-01-15,750,2,0.22,9552,M S WALKER INC             ,750.0
11_CARDEND_7995,11,7995,Patron Reposado Tequila,50mL,1,6.49,6.49,2016-01-26,50,1,0.05,9165,ULTRA BEVERAGE COMPANY LLP ,50.0
64_CESTERFIELD_13143,64,13143,F Coppola Directors Chard,750mL,2,29.98,14.99,2016-01-15,750,2,0.22,2000,SOUTHERN WINE & SPIRITS NE ,750.0
72_HARDERSFIELD_3727,72,3727,Absolut Citron,50mL,1,1.99,1.99,2016-01-19,50,1,0.05,17035,PERNOD RICARD USA          ,50.0
73_DONCASTER_26383,73,26383,Buehler Chard RRV,750mL,1,11.99,11.99,2016-01-05,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
1_HARDERSFIELD_3562,1,3562,Pearl Vodka,50mL,3,2.97,0.99,2016-02-17,50,1,0.16,8352,LUXCO INC                  ,50.0
51_ABERDEEN_3162,51,3162,Burnett's Peach Vodka,50mL,1,0.99,0.99,2016-01-19,50,1,0.05,3924,HEAVEN HILL DISTILLERIES   ,50.0
67_EANVERNESS_3351,67,3351,Pinnacle Whipped Vodka,1.75L,2,33.98,16.99,2016-01-17,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,1750.0
13_TARMSWORTH_4174,13,4174,Kraken Black Spiced Rum,1.75L,1,26.99,26.99,2016-01-31,1750,1,1.84,7245,PROXIMO SPIRITS INC.       ,1750.0
66_EANVERNESS_4243,66,4243,Bacardi Superior Rum,1.75L,1,23.99,23.99,2016-01-28,1750,1,1.84,480,BACARDI USA INC            ,1750.0
14_BROMWICH_12213,14,12213,Evodia Garnacha Old Vine,750mL,1,7.99,7.99,2016-02-22,750,2,0.11,9552,M S WALKER INC             ,750.0
66_EANVERNESS_3689,66,3689,Stolichnaya Vanil,750mL,1,17.99,17.99,2016-01-16,750,1,0.79,8664,"STOLI GROUP,(USA) LLC      ",750.0
55_DRY GULCH_3310,55,3310,Pinnacle Vodka,375mL,2,11.98,5.99,2016-01-04,375,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,375.0
23_ARBINGTON_42410,23,42410,Acorn Medley Alegria RRV,750mL,1,25.79,25.79,2016-01-29,750,2,0.11,10754,PERFECTA WINES             ,750.0
73_DONCASTER_7219,73,7219,Herradura Reposado NHSLC,750mL,1,45.99,45.99,2016-01-20,750,2,0.11,1128,BROWN-FORMAN CORP          ,750.0
24_PALPERROTH_6349,24,6349,Glen Ellen Chard RSV,1.5L,6,41.94,6.99,2016-01-23,1500,2,1.35,9815,WINE GROUP INC             ,1500.0
72_HARDERSFIELD_35918,72,35918,Stone Cellars Pnt Grigio,1.5L,4,39.96,9.99,2016-01-28,1500,2,0.9,9819,TREASURY WINE ESTATES      ,1500.0
12_LEESIDE_19748,12,19748,Clos du Bois Chard,1.5L,5,74.95,14.99,2016-01-22,1500,2,1.12,1392,CONSTELLATION BRANDS INC   ,1500.0
25_CAERSHIRE_6455,25,6455,Folonari Pinot Grigio Venez,1.5L,3,38.97,12.99,2016-01-22,1500,2,0.68,9744,FREDERICK WILDMAN & SONS   ,1500.0
48_NORFOLK_3684,48,3684,Fleischmanns Royal Vodka,1.75L,2,19.98,9.99,2016-01-06,1750,1,3.67,660,SAZERAC NORTH AMERICA INC. ,1750.0
50_MOUNTMEND_2957,50,2957,Glenfarclas 12-Yr Scotch,750mL,1,35.99,35.99,2016-01-09,750,1,0.79,8004,SAZERAC CO INC             ,750.0
59_CLAETHORPES_38178,59,38178,Rex Goliath Cab Svgn,750mL,2,11.98,5.99,2016-01-13,750,2,0.22,1392,CONSTELLATION BRANDS INC   ,750.0
55_DRY GULCH_2499,55,2499,Crown Royal Black,750mL,1,29.99,29.99,2016-01-30,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
66_EANVERNESS_12220,66,12220,Angeline Pnt Nr,750mL,1,10.99,10.99,2016-01-04,750,2,0.11,9552,M S WALKER INC             ,750.0
67_EANVERNESS_5325,67,5325,Hornitos Spiced Honey Liquer,750mL,1,17.99,17.99,2016-01-20,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
77_TAMWORTH_3583,77,3583,Smirnoff Orange Vodka,1.75L,1,22.99,22.99,2016-01-30,1750,1,1.84,3960,DIAGEO NORTH AMERICA INC   ,1750.0
63_SWORDBREAK_3522,63,3522,Platinum 7X Distilled Vodka,1.75L,1,12.99,12.99,2016-01-06,1750,1,1.84,8004,SAZERAC CO INC             ,1750.0
33_HORNSEY_19934,33,19934,Perrin Cotes du Rhone RSV Rg,750mL,1,10.99,10.99,2016-01-10,750,2,0.11,1587,VINEYARD BRANDS INC        ,750.0
14_BROMWICH_4327,14,4327,Capt Morgan Spiced Rum 100,750mL,1,19.99,19.99,2016-02-08,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
76_DONCASTER_8178,76,8178,Bulleit Bourbon,750mL,4,111.96,27.99,2016-01-01,750,1,3.15,3960,DIAGEO NORTH AMERICA INC   ,750.0
49_GARIGILL_44334,49,44334,Noble Vines 337 Cab Svgn,750mL,1,11.99,11.99,2016-01-06,750,2,0.11,2242,DELICATO VINEYARDS INC     ,750.0
2_ASHBORNE_8184,2,8184,Kahlua,50mL,1,1.99,1.99,2016-01-19,50,1,0.05,17035,PERNOD RICARD USA          ,50.0
63_SWORDBREAK_3837,63,3837,Skyy Vodka,50mL,2,1.98,0.99,2016-01-17,50,1,0.1,11567,CAMPARI AMERICA            ,50.0
50_MOUNTMEND_2890,50,2890,Four Roses Bourbon,750mL,4,119.96,29.99,2016-01-16,750,1,3.15,9552,M S WALKER INC             ,750.0
64_CESTERFIELD_3871,64,3871,Smirnoff Watermelon Vodka,750mL,1,10.99,10.99,2016-01-29,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
6_GOULCREST_8111,6,8111,Smirnoff 80 Proof,50mL,16,15.84,0.99,2016-01-23,50,1,0.84,3960,DIAGEO NORTH AMERICA INC   ,50.0
24_PALPERROTH_5251,24,5251,DeKuyper Buttershots Schnpps,50mL,2,1.98,0.99,2016-01-26,50,1,0.1,12546,JIM BEAM BRANDS COMPANY    ,50.0
51_ABERDEEN_1180,51,1180,Evan Williams Black Label B,1.75L,1,17.99,17.99,2016-01-29,1750,1,1.84,3924,HEAVEN HILL DISTILLERIES   ,1750.0
69_MOUNTMEND_10723,69,10723,R M Woodbridge Chard,1.5L,2,27.98,13.99,2016-01-20,1500,2,0.45,1392,CONSTELLATION BRANDS INC   ,1500.0
25_CAERSHIRE_4682,25,4682,Courvoisier VSOP Cognac,750mL,1,34.99,34.99,2016-01-26,750,1,0.79,12546,JIM BEAM BRANDS COMPANY    ,750.0
23_ARBINGTON_5292,23,5292,Rumpleminze,750mL,1,19.99,19.99,2016-01-11,750,1,0.79,3960,DIAGEO NORTH AMERICA INC   ,750.0
48_NORFOLK_3913,48,3913,Svedka Vodka,1.75L,2,35.98,17.99,2016-01-19,1750,1,3.67,1392,CONSTELLATION BRANDS INC   ,1750.0
19_WINTERVALE_1955,19,1955,Jack Daniels Tennessee Honey,375mL,1,12.99,12.99,2016-02-26,375,1,0.39,1128,BROWN-FORMAN CORP          ,375.0
16_LUNDY_7221,16,7221,M & R Sweet Vermouth,1.5L,1,10.49,10.49,2016-02-09,1500,2,0.22,480,BACARDI USA INC            ,1500.0
6_GOULCREST_3910,6,3910,Hornitos Plata Tequila,375mL,1,11.49,11.49,2016-01-09,375,1,0.39,12546,JIM BEAM BRANDS COMPANY    ,375.0
72_HARDERSFIELD_4670,72,4670,Bacardi Dragon Berry Rum,375mL,3,17.97,5.99,2016-01-16,375,1,1.18,480,BACARDI USA INC            ,375.0
25_CAERSHIRE_24378,25,24378,Napa Highlands Meritage,750mL,1,9.99,9.99,2016-01-26,750,2,0.11,9165,ULTRA BEVERAGE COMPANY LLP ,750.0
25_CAERSHIRE_6864,25,6864,St Francis Chard,750mL,1,11.99,11.99,2016-01-26,750,2,0.11,4692,KOBRAND CORPORATION        ,750.0
32_MOUNTMEND_5676,32,5676,Kinky Liqueur,50mL,1,1.99,1.99,2016-01-25,50,1,0.05,7153,PINE STATE TRADING CO      ,50.0
75_BARNCOMBE_8085,75,8085,Wild Turkey,1.75L,1,35.99,35.99,2016-01-19,1750,1,1.84,11567,CAMPARI AMERICA            ,1750.0
31_HORNSEY_5725,31,5725,DeKuyper Sour Apple Pucker,750mL,2,21.98,10.99,2016-01-15,750,1,1.57,12546,JIM BEAM BRANDS COMPANY    ,750.0
34_PITMERDEN_46816,34,46816,Alexander Vly Vyds Gewurz,750mL,1,9.99,9.99,2016-01-13,750,2,0.11,7153,PINE STATE TRADING CO      ,750.0
12_LEESIDE_2015,12,2015,Jack Daniels Tennessee Honey,750mL,1,23.99,23.99,2016-02-12,750,1,0.79,1128,BROWN-FORMAN CORP          ,750.0
69_MOUNTMEND_32368,69,32368,Cavit Pinot Noir Delle Vene,1.5L,1,14.99,14.99,2016-01-05,1500,2,0.22,6785,PALM BAY INTERNATIONAL INC ,1500.0
66_EANVERNESS_6595,66,6595,Bogle Merlot,750mL,1,11.99,11.99,2016-01-06,750,2,0.11,4425,MARTIGNETTI COMPANIES,750.0
73_DONCASTER_15047,73,15047,Zaccagnini Pnt Grigio,750mL,1,18.99,18.99,2016-01-09,750,2,0.11,2000,SOUTHERN WINE & SPIRITS NE ,750.0
50_MOUNTMEND_8513,50,8513,Baileys Irish Cream Mini's 4,100mL 4 Pk,2,17.98,8.99,2016-01-19,100,1,0.21,3960,DIAGEO NORTH AMERICA INC   ,
20_BREDWARDINE_7345,20,7345,M & R Asti,750mL,1,9.99,9.99,2016-01-28,750,2,0.11,480,BACARDI USA INC            ,750.0
74_PAENTMARWY_26530,74,26530,Corbett Canyon Merlot,1.5L,1,6.99,6.99,2016-01-21,1500,2,0.22,9815,WINE GROUP INC             ,1500.0
68_SOLARIS_8101,68,8101,Tanqueray,50mL,2,3.98,1.99,2016-01-14,50,1,0.1,3960,DIAGEO NORTH AMERICA INC   ,50.0
64_CESTERFIELD_43809,64,43809,R M Woodbridge Pnt Nr,1.5L,4,55.96,13.99,2016-01-27,1500,2,0.9,1392,CONSTELLATION BRANDS INC   ,1500.0
71_CLARCTON_3858,71,3858,Grey Goose Vodka,750mL,2,47.98,23.99,2016-01-09,750,1,1.57,480,BACARDI USA INC            ,750.0
34_PITMERDEN_4194,34,4194,Calico Jack Coconut Rum,1.75L,2,25.98,12.99,2016-01-17,1750,1,3.67,12546,JIM BEAM BRANDS COMPANY    ,1750.0
72_HARDERSFIELD_1892,72,1892,Yukon Jack,50mL,23,22.77,0.99,2016-01-07,50,1,1.21,3960,DIAGEO NORTH AMERICA INC   ,50.0
67_EANVERNESS_3579,67,3579,Ciroc Pineapple Vodka,375mL,1,11.99,11.99,2016-01-09,375,1,0.39,3960,DIAGEO NORTH AMERICA INC   ,375.0
